xref,seg_layer,nverts,closed,wkt
SEGMENTATION-ZONE 1-2,E11.6,2,0,"LINESTRING(6698.7854 53605.0819, 6700.6618 53607.4227)"
SEGMENTATION-ZONE 1-2,E11.7,2,0,"LINESTRING(6704.3967 53612.0820, 6713.7865 53623.7958)"
SEGMENTATION-ZONE 1-2,E11.8,2,0,"LINESTRING(6717.4552 53628.3725, 6721.0770 53632.8907)"
SEGMENTATION-ZONE 1-2,E11.9,2,0,"LINESTRING(6730.3706 53644.4845, 6777.3390 53703.0777)"
SEGMENTATION-ZONE 1-2,E11.10,2,0,"LINESTRING(6781.7226 53708.5462, 6790.4696 53719.4581)"
SEGMENTATION-ZONE 1-2,E11.26,2,0,"LINESTRING(6795.1638 53725.3139, 6813.9891 53748.7980)"
SEGMENTATION-ZONE 1-2,E11.27,2,0,"LINESTRING(6817.7112 53753.4412, 6819.5876 53755.7819)"
SEGMENTATION-ZONE 1-2,E11.22,2,0,"LINESTRING(6814.0177 53749.8218, 6790.9733 53730.5410)"
SEGMENTATION-ZONE 1-2,E11.21,2,0,"LINESTRING(6784.5428 53727.0369, 6720.1280 53717.5852)"
SEGMENTATION-ZONE 1-2,E11.23,2,0,"LINESTRING(6719.4173 53696.2441, 6723.8174 53636.7184)"
SEGMENTATION-ZONE 1-2,E11.24,2,0,"LINESTRING(6726.8538 53633.7076, 6786.1854 53642.6004)"
SEGMENTATION-ZONE 1-2,E11.25,2,0,"LINESTRING(6789.3381 53646.5934, 6781.5451 53700.1787)"
SEGMENTATION-ZONE 1-2,E13.3,2,0,"LINESTRING(6995.8916 53474.9421, 7036.8802 53442.0353)"
SEGMENTATION-ZONE 1-2,E13.4,2,0,"LINESTRING(7048.5844 53432.6389, 7095.3772 53395.0724)"
SEGMENTATION-ZONE 1-2,E13.5,2,0,"LINESTRING(7107.0781 53385.6786, 7112.9219 53380.9870)"
SEGMENTATION-ZONE 1-2,E13.6,2,0,"LINESTRING(7118.7834 53376.2812, 7153.9354 53348.0602)"
SEGMENTATION-ZONE 1-2,E13.7,2,0,"LINESTRING(7159.7805 53343.3676, 7194.8576 53315.2068)"
SEGMENTATION-ZONE 1-2,F1.5,2,0,"LINESTRING(7200.7126 53310.5062, 7212.3972 53301.1255)"
SEGMENTATION-ZONE 1-2,F1.6,2,0,"LINESTRING(7224.0941 53291.7349, 7270.8816 53254.1726)"
SEGMENTATION-ZONE 1-2,F1.9,2,0,"LINESTRING(7349.6263 53190.9542, 7384.7241 53162.7768)"
SEGMENTATION-ZONE 1-2,F1.10,2,0,"LINESTRING(7408.1080 53144.0035, 7454.8741 53106.4584)"
SEGMENTATION-ZONE 1-2,F1.11,2,0,"LINESTRING(7466.5773 53097.0628, 7507.6148 53064.1168)"
SEGMENTATION-ZONE 1-2,E14.7,2,0,"LINESTRING(7513.4513 53059.4310, 7525.9243 53049.4174)"
SEGMENTATION-ZONE 1-2,E14.8,2,0,"LINESTRING(7536.8548 53040.6421, 7583.6546 53003.0699)"
SEGMENTATION-ZONE 1-2,E14.8a,2,0,"LINESTRING(7590.2739 52997.7558, 7592.6132 52995.8777)"
SEGMENTATION-ZONE 1-2,E14.9,2,0,"LINESTRING(7596.9064 52992.4310, 7608.2124 52983.3543)"
SEGMENTATION-ZONE 1-2,F2.4,2,0,"LINESTRING(7614.0671 52978.6540, 7631.6196 52964.5623)"
SEGMENTATION-ZONE 1-2,F2.5,2,0,"LINESTRING(7637.4712 52959.8646, 7691.8785 52916.1848)"
SEGMENTATION-ZONE 1-2,F2.6,2,0,"LINESTRING(7700.6136 52909.1720, 7753.3161 52866.8611)"
SEGMENTATION-ZONE 1-2,F3.5,2,0,"LINESTRING(7765.0108 52857.4722, 7844.5311 52793.6312)"
SEGMENTATION-ZONE 1-2,F3.6,2,0,"LINESTRING(7854.1117 52785.9396, 7863.6924 52778.2480)"
SEGMENTATION-ZONE 1-2,F3.7,2,0,"LINESTRING(7873.2730 52770.5564, 7940.4555 52716.6204)"
SEGMENTATION-ZONE 1-2,F4.5,2,0,"LINESTRING(7946.3004 52711.9280, 7963.8480 52697.8403)"
SEGMENTATION-ZONE 1-2,F4.6,2,0,"LINESTRING(7969.6927 52693.1480, 7975.5417 52688.4523)"
SEGMENTATION-ZONE 1-2,E14.28,2,0,"LINESTRING(7657.5109 53218.4679, 7717.5399 53222.1307)"
SEGMENTATION-ZONE 1-2,E14.35,2,0,"LINESTRING(7723.9640 53222.3386, 7728.0896 53162.5379)"
SEGMENTATION-ZONE 1-2,E14.32,2,0,"LINESTRING(7748.5142 53134.9526, 7767.8621 53124.4325)"
SEGMENTATION-ZONE 1-2,E13.25,2,0,"LINESTRING(7169.9821 53610.3493, 7229.8233 53614.4249)"
SEGMENTATION-ZONE 1-2,E13.30,2,0,"LINESTRING(7233.7446 53611.2920, 7242.6183 53552.0090)"
SEGMENTATION-ZONE 1-2,E13.26,2,0,"LINESTRING(7127.3400 53638.6573, 7149.2129 53609.4310)"
SEGMENTATION-ZONE 1-2,E13.27,2,0,"LINESTRING(7152.3106 53602.7384, 7155.0230 53530.7625)"
SEGMENTATION-ZONE 1-2,E13.29,2,0,"LINESTRING(7177.4232 53541.8198, 7236.7473 53550.7569)"
SEGMENTATION-ZONE 1-2,E13.1,2,0,"LINESTRING(7048.0698 53387.4934, 7095.1003 53446.0539)"
SEGMENTATION-ZONE 1-2,E13.2,2,0,"LINESTRING(7099.6463 53451.7144, 7142.2020 53504.7032)"
SEGMENTATION-ZONE 1-2,E13.12,2,0,"LINESTRING(7146.9056 53510.5599, 7156.2921 53522.2477)"
SEGMENTATION-ZONE 1-2,E13.13,2,0,"LINESTRING(7160.9939 53528.1021, 7170.3745 53539.7825)"
SEGMENTATION-ZONE 1-2,E13.14,2,0,"LINESTRING(7175.0680 53545.6267, 7229.1198 53612.9298)"
SEGMENTATION-ZONE 1-2,E13.15,2,0,"LINESTRING(7233.8071 53618.7664, 7262.0356 53653.9154)"
SEGMENTATION-ZONE 1-2,E14.29,2,0,"LINESTRING(7615.5533 53246.6840, 7629.9948 53230.0372)"
SEGMENTATION-ZONE 1-2,E14.30,2,0,"LINESTRING(7633.9929 53223.8538, 7645.3056 53145.8007)"
SEGMENTATION-ZONE 1-2,E14.31,2,0,"LINESTRING(7643.2284 53138.7507, 7630.4243 53112.8982)"
SEGMENTATION-ZONE 1-2,E14.34,2,0,"LINESTRING(7633.3369 53109.3166, 7656.5036 53128.1560)"
SEGMENTATION-ZONE 1-2,E14.3,2,0,"LINESTRING(7530.3359 52987.8217, 7532.2140 52990.1610)"
SEGMENTATION-ZONE 1-2,E14.4,2,0,"LINESTRING(7537.0347 52989.7763, 7538.9128 52992.1157)"
SEGMENTATION-ZONE 1-2,E14.5,2,0,"LINESTRING(7539.5582 52999.3089, 7581.8153 53051.9443)"
SEGMENTATION-ZONE 1-2,E14.6,2,0,"LINESTRING(7591.2063 53063.6418, 7597.5101 53071.4937)"
SEGMENTATION-ZONE 1-2,E14.14,2,0,"LINESTRING(7602.2040 53077.3404, 7625.7157 53106.6266)"
SEGMENTATION-ZONE 1-2,E14.15,2,0,"LINESTRING(7630.4237 53112.4908, 7649.1905 53135.8667)"
SEGMENTATION-ZONE 1-2,E14.16,2,0,"LINESTRING(7653.8929 53141.7240, 7714.9900 53217.8265)"
SEGMENTATION-ZONE 1-2,E14.17,2,0,"LINESTRING(7724.3644 53229.5032, 7750.3885 53261.9187)"
SEGMENTATION-ZONE 1-2,E14.33,2,0,"LINESTRING(7741.6133 53137.5151, 7662.9292 53131.6710)"
SEGMENTATION-ZONE 1-2,E14.10,2,0,"LINESTRING(7533.8996 53049.0747, 7586.3253 53058.3408)"
SEGMENTATION-ZONE 1-2,E14.13,2,0,"LINESTRING(7590.2571 53055.1793, 7599.1270 52995.8727)"
SEGMENTATION-ZONE 1-2,E14.11,2,0,"LINESTRING(7530.2882 53045.1270, 7533.5483 52991.9852)"
SEGMENTATION-ZONE 1-2,E14.12,2,0,"LINESTRING(7539.7490 52993.1603, 7585.4659 53000.6981)"
SEGMENTATION-ZONE 1-2,E14.2,2,0,"LINESTRING(7530.9588 52981.9715, 7528.1162 52975.9341)"
SEGMENTATION-ZONE 1-2,T.23,2,0,"LINESTRING(7526.2262 52969.4538, 7536.4905 52931.7833)"
SEGMENTATION-ZONE 1-2,E14.1,2,0,"LINESTRING(7527.0037 52985.1593, 7521.7552 52981.1293)"
SEGMENTATION-ZONE 1-2,T.22,2,0,"LINESTRING(7515.7835 52977.8588, 7477.6072 52978.9744)"
SEGMENTATION-ZONE 1-2,F2.2,2,0,"LINESTRING(7635.5866 52960.5666, 7638.8162 52907.4754)"
SEGMENTATION-ZONE 1-2,F2.3,2,0,"LINESTRING(7642.1323 52904.8128, 7694.6826 52913.1756)"
SEGMENTATION-ZONE 1-2,F2.1,2,0,"LINESTRING(7637.0044 52905.0191, 7627.3581 52896.1152)"
SEGMENTATION-ZONE 1-2,T.28,2,0,"LINESTRING(7621.1392 52892.6633, 7608.1368 52889.1488)"
SEGMENTATION-ZONE 1-2,T.27,2,0,"LINESTRING(7601.4060 52888.9756, 7581.0376 52895.4434)"
SEGMENTATION-ZONE 1-2,T.27,2,0,"LINESTRING(7575.2701 52899.5797, 7581.0376 52895.4434)"
SEGMENTATION-ZONE 1-2,T.3,2,0,"LINESTRING(7056.4336 53311.0487, 7058.7729 53309.1705)"
SEGMENTATION-ZONE 1-2,T.4,2,0,"LINESTRING(7063.4905 53305.3827, 7104.6499 53272.3361)"
SEGMENTATION-ZONE 1-2,T.5,2,0,"LINESTRING(7109.4425 53268.4882, 7111.7818 53266.6099)"
SEGMENTATION-ZONE 1-2,T.6,2,0,"LINESTRING(7116.6519 53262.6997, 7158.9063 53228.7739)"
SEGMENTATION-ZONE 1-2,T.22,2,0,"LINESTRING(7173.3456 53222.3078, 7215.1241 53188.7669)"
SEGMENTATION-ZONE 1-2,T.21,2,0,"LINESTRING(7221.1790 53183.9053, 7272.5765 53142.6384)"
SEGMENTATION-ZONE 1-2,T.20,2,0,"LINESTRING(7278.2832 53138.0559, 7321.6550 53103.2335)"
SEGMENTATION-ZONE 1-2,T.19,2,0,"LINESTRING(7332.4552 53094.5614, 7377.6845 53058.2477)"
SEGMENTATION-ZONE 1-2,T.18,2,0,"LINESTRING(7388.9967 53049.1653, 7439.8670 53008.3219)"
SEGMENTATION-ZONE 1-2,T.25,2,0,"LINESTRING(7538.4625 52924.0303, 7549.5738 52915.1092)"
SEGMENTATION-ZONE 1-2,T.26,2,0,"LINESTRING(7555.1198 52910.6563, 7566.7804 52901.2941)"
SEGMENTATION-ZONE 1-2,E13.8,2,0,"LINESTRING(7045.3061 53441.1560, 7092.6192 53444.6904)"
SEGMENTATION-ZONE 1-2,E13.11,2,0,"LINESTRING(7097.5509 53440.6221, 7104.4125 53393.6671)"
SEGMENTATION-ZONE 1-2,E13.9,2,0,"LINESTRING(7042.0597 53437.0782, 7045.1716 53384.1223)"
SEGMENTATION-ZONE 1-2,E13.10,2,0,"LINESTRING(7048.9115 53381.7045, 7101.1136 53389.6745)"
SEGMENTATION-ZONE 1-2,E13.28,2,0,"LINESTRING(7152.4504 53523.8231, 7145.9307 53510.6495)"
SEGMENTATION-ZONE 1-2,T.1,2,0,"LINESTRING(7045.2440 53377.1810, 7039.8485 53367.2494)"
SEGMENTATION-ZONE 1-2,T.2,2,0,"LINESTRING(7038.0991 53361.4577, 7053.6777 53318.3911)"
SEGMENTATION-ZONE 1-2,201.2,2,0,"LINESTRING(7034.1962 53364.2118, 7012.8482 53314.6196)"
SEGMENTATION-ZONE 1-2,201.1,2,0,"LINESTRING(7016.1979 53309.6391, 7053.1764 53313.0521)"
SEGMENTATION-ZONE 1-2,201.3,2,0,"LINESTRING(7011.5913 53304.8980, 6964.6842 53246.3915)"
SEGMENTATION-ZONE 1-2,202.2,2,0,"LINESTRING(7062.0472 53305.5245, 7065.6697 53269.7132)"
SEGMENTATION-ZONE 1-2,202.1,2,0,"LINESTRING(7069.6709 53266.4811, 7105.1957 53270.9405)"
SEGMENTATION-ZONE 1-2,202.3,2,0,"LINESTRING(7065.2390 53261.9033, 7018.3620 53203.3670)"
SEGMENTATION-ZONE 1-2,203.2,2,0,"LINESTRING(7115.6510 53262.4879, 7119.2735 53226.6766)"
SEGMENTATION-ZONE 1-2,203.1,2,0,"LINESTRING(7123.2747 53223.4444, 7158.7995 53227.9038)"
SEGMENTATION-ZONE 1-2,203.3,2,0,"LINESTRING(7118.8428 53218.8666, 7071.9658 53160.3303)"
SEGMENTATION-ZONE 1-2,204.2,2,0,"LINESTRING(7169.3013 53220.1474, 7172.9237 53184.3361)"
SEGMENTATION-ZONE 1-2,204.1,2,0,"LINESTRING(7176.9250 53181.1039, 7212.4497 53185.5633)"
SEGMENTATION-ZONE 1-2,204.3,2,0,"LINESTRING(7172.4931 53176.5261, 7125.6160 53117.9898)"
SEGMENTATION-ZONE 1-2,205.2,2,0,"LINESTRING(7223.3756 53176.7349, 7226.9980 53140.9236)"
SEGMENTATION-ZONE 1-2,205.1,2,0,"LINESTRING(7230.9992 53137.6915, 7266.5240 53142.1509)"
SEGMENTATION-ZONE 1-2,205.3,2,0,"LINESTRING(7226.5674 53133.1137, 7179.6903 53074.5774)"
SEGMENTATION-ZONE 1-2,206.2,2,0,"LINESTRING(7279.5383 53131.0789, 7283.1608 53095.2676)"
SEGMENTATION-ZONE 1-2,206.1,2,0,"LINESTRING(7287.1620 53092.0354, 7322.6868 53096.4948)"
SEGMENTATION-ZONE 1-2,206.3,2,0,"LINESTRING(7282.7302 53087.4576, 7235.8531 53028.9213)"
SEGMENTATION-ZONE 1-2,207.2,2,0,"LINESTRING(7336.1125 53085.6964, 7339.7350 53049.8851)"
SEGMENTATION-ZONE 1-2,207.1,2,0,"LINESTRING(7343.7362 53046.6529, 7379.2610 53051.1123)"
SEGMENTATION-ZONE 1-2,207.3,2,0,"LINESTRING(7339.3044 53042.0751, 7292.4273 52983.5388)"
SEGMENTATION-ZONE 1-2,208.2,2,0,"LINESTRING(7392.6232 53040.3012, 7396.2456 53004.4899)"
SEGMENTATION-ZONE 1-2,208.1,2,0,"LINESTRING(7400.2469 53001.2577, 7435.7716 53005.7171)"
SEGMENTATION-ZONE 1-2,208.3,2,0,"LINESTRING(7395.8150 52996.6799, 7348.9380 52938.1436)"
SEGMENTATION-ZONE 1-2,209.2,2,0,"LINESTRING(7449.0949 52995.5135, 7452.7174 52959.7023)"
SEGMENTATION-ZONE 1-2,209.1,2,0,"LINESTRING(7456.7186 52956.4701, 7492.2434 52960.9295)"
SEGMENTATION-ZONE 1-2,209.3,2,0,"LINESTRING(7452.2868 52951.8923, 7405.4097 52893.3560)"
SEGMENTATION-ZONE 1-2,221.2,2,0,"LINESTRING(7505.6966 52949.5541, 7509.3191 52913.7428)"
SEGMENTATION-ZONE 1-2,221.1,2,0,"LINESTRING(7513.3203 52910.5106, 7548.8451 52914.9700)"
SEGMENTATION-ZONE 1-2,221.3,2,0,"LINESTRING(7508.8885 52905.9328, 7462.0114 52847.3966)"
SEGMENTATION-ZONE 1-2,222.2,2,0,"LINESTRING(7571.9926 52896.3265, 7575.6150 52860.5153)"
SEGMENTATION-ZONE 1-2,222.3,2,0,"LINESTRING(7575.1844 52852.7053, 7528.3074 52794.1690)"
SEGMENTATION-ZONE 1-2,T.7,2,0,"LINESTRING(7166.7187 53228.5379, 7204.4588 53228.6039)"
SEGMENTATION-ZONE 1-2,F1.2,2,0,"LINESTRING(7221.2720 53243.0819, 7217.6457 53296.1927)"
SEGMENTATION-ZONE 1-2,F1.4,2,0,"LINESTRING(7276.5470 53248.7182, 7223.9837 53239.8818)"
SEGMENTATION-ZONE 1-2,F1.3,2,0,"LINESTRING(7220.5195 53235.5579, 7215.8466 53226.9601)"
SEGMENTATION-ZONE 1-2,T.8,2,0,"LINESTRING(7213.8080 53220.7383, 7222.4511 53184.3499)"
SEGMENTATION-ZONE 1-2,204.4,2,0,"LINESTRING(7181.5721 53187.6474, 7217.4645 53232.3525)"
SEGMENTATION-ZONE 1-2,222.1,3,0,"LINESTRING(7603.1787 52883.2189, 7590.0634 52871.1018, 7579.9466 52858.5011)"
SEGMENTATION-ZONE 1-2,F3.2,2,0,"LINESTRING(7846.4040 52769.5885, 7808.8418 52722.8011)"
SEGMENTATION-ZONE 1-2,F3.1,2,0,"LINESTRING(7790.0728 52699.3988, 7771.2807 52676.0133)"
SEGMENTATION-ZONE 1-2,F4.2,2,0,"LINESTRING(7943.0484 52691.9953, 7905.5251 52645.1787)"
SEGMENTATION-ZONE 1-2,F4.1,2,0,"LINESTRING(7886.7472 52621.7851, 7867.9584 52598.3976)"
SEGMENTATION-ZONE 1-2,F5.6,3,0,"LINESTRING(7983.8396 52686.8097, 7989.6868 52682.1151, 8008.3080 52670.3849)"
SEGMENTATION-ZONE 1-2,F5.7,3,0,"LINESTRING(8015.0409 52667.4315, 8086.6237 52667.3234, 8093.6382 52670.0522)"
SEGMENTATION-ZONE 1-2,F5.8,2,0,"LINESTRING(8100.6616 52672.7756, 8170.8959 52700.0756)"
SEGMENTATION-ZONE 1-2,E15.3,2,0,"LINESTRING(8184.4444 52705.9178, 8196.1192 52780.6232)"
SEGMENTATION-ZONE 1-2,E15.1,3,0,"LINESTRING(8179.2959 52703.3601, 8177.9064 52702.7951, 8176.5079 52702.2526)"
SEGMENTATION-ZONE 1-2,F5.2,2,0,"LINESTRING(7978.9992 52668.7978, 7941.4370 52622.0104)"
SEGMENTATION-ZONE 1-2,F5.1,2,0,"LINESTRING(7922.6624 52598.6112, 7791.2077 52434.8438)"
SEGMENTATION-ZONE 1-2,E15.2,2,0,"LINESTRING(8191.8960 52708.2254, 8303.8350 52751.6954)"
SEGMENTATION-ZONE 1-2,E15.5,2,0,"LINESTRING(8210.9640 52769.0720, 8304.6389 52748.2240)"
SEGMENTATION-ZONE 1-2,E15.7,2,0,"LINESTRING(8311.4167 52750.3251, 8356.1613 52779.0249)"
SEGMENTATION-ZONE 1-2,508.1,2,0,"LINESTRING(6849.4137 53598.7891, 6883.7396 53634.4068)"
SEGMENTATION-ZONE 1-2,508.2,2,0,"LINESTRING(6884.7320 53633.4752, 6857.4228 53592.3753)"
SEGMENTATION-ZONE 1-2,508.3,2,0,"LINESTRING(6890.8844 53639.0465, 6931.2574 53689.3146)"
SEGMENTATION-ZONE 1-2,509.1,2,0,"LINESTRING(6910.0934 53550.5866, 6944.4193 53586.2043)"
SEGMENTATION-ZONE 1-2,509.2,2,0,"LINESTRING(6945.4117 53585.2727, 6918.1025 53544.1728)"
SEGMENTATION-ZONE 1-2,509.3,2,0,"LINESTRING(6951.5641 53590.8440, 6991.9371 53641.1121)"
SEGMENTATION-ZONE 1-2,510.1,2,0,"LINESTRING(6970.2627 53501.7297, 7004.5886 53537.3474)"
SEGMENTATION-ZONE 1-2,510.2,2,0,"LINESTRING(7005.5810 53536.4158, 6978.2718 53495.3159)"
SEGMENTATION-ZONE 1-2,510.3,2,0,"LINESTRING(7011.7334 53541.9871, 7052.1064 53592.2552)"
SEGMENTATION-ZONE 1-2,511.1,2,0,"LINESTRING(7155.9469 53352.7182, 7190.2728 53388.3359)"
SEGMENTATION-ZONE 1-2,511.2,2,0,"LINESTRING(7191.2653 53387.4043, 7163.9561 53346.3044)"
SEGMENTATION-ZONE 1-2,511.3,2,0,"LINESTRING(7197.4176 53392.9755, 7237.7906 53443.2436)"
SEGMENTATION-ZONE 1-2,512.1,2,0,"LINESTRING(7216.3714 53304.1885, 7250.6973 53339.8061)"
SEGMENTATION-ZONE 1-2,512.2,2,0,"LINESTRING(7251.6898 53338.8746, 7224.3806 53297.7747)"
SEGMENTATION-ZONE 1-2,512.3,2,0,"LINESTRING(7257.8421 53344.4458, 7298.2151 53394.7139)"
SEGMENTATION-ZONE 1-2,513.1,2,0,"LINESTRING(7276.7959 53255.6588, 7311.1218 53291.2764)"
SEGMENTATION-ZONE 1-2,513.2,2,0,"LINESTRING(7312.1142 53290.3449, 7284.8051 53249.2450)"
SEGMENTATION-ZONE 1-2,513.3,2,0,"LINESTRING(7318.2666 53295.9161, 7358.6396 53346.1842)"
SEGMENTATION-ZONE 1-2,514.1,2,0,"LINESTRING(7337.2204 53207.1291, 7371.5463 53242.7467)"
SEGMENTATION-ZONE 1-2,514.2,2,0,"LINESTRING(7372.5387 53241.8152, 7345.2295 53200.7153)"
SEGMENTATION-ZONE 1-2,514.3,2,0,"LINESTRING(7378.6911 53247.3864, 7419.0641 53297.6545)"
SEGMENTATION-ZONE 1-2,515.1,2,0,"LINESTRING(7397.6449 53158.5994, 7431.9708 53194.2170)"
SEGMENTATION-ZONE 1-2,515.2,2,0,"LINESTRING(7432.9632 53193.2855, 7405.6540 53152.1856)"
SEGMENTATION-ZONE 1-2,515.3,2,0,"LINESTRING(7439.1156 53198.8567, 7479.4886 53249.1248)"
SEGMENTATION-ZONE 1-2,516.1,2,0,"LINESTRING(7458.0694 53110.0697, 7492.3953 53145.6873)"
SEGMENTATION-ZONE 1-2,516.2,2,0,"LINESTRING(7493.3877 53144.7558, 7466.0785 53103.6559)"
SEGMENTATION-ZONE 1-2,516.3,2,0,"LINESTRING(7499.5400 53150.3270, 7539.9131 53200.5951)"
SEGMENTATION-ZONE 1-2,STB-E11.1,2,0,"LINESTRING(6705.0463 53631.5867, 6728.4396 53612.8049)"
SEGMENTATION-ZONE 1-2,STB-E11.6,2,0,"LINESTRING(6963.6100 53759.4471, 6976.8138 53775.8938)"
SEGMENTATION-ZONE 1-2,STB-E13.5,2,0,"LINESTRING(7061.4539 53681.0020, 7074.5278 53697.4247)"
SEGMENTATION-ZONE 1-2,STB-E11.2,2,0,"LINESTRING(6690.9891 53691.6025, 6719.1604 53726.6906)"
SEGMENTATION-ZONE 1-2,STB-E11.3,2,0,"LINESTRING(6798.0380 53618.6551, 6814.9469 53639.7018)"
SEGMENTATION-ZONE 1-2,STB-E11.4,2,0,"LINESTRING(6775.4552 53731.9727, 6805.8433 53707.5273)"
SEGMENTATION-ZONE 1-2,STB-E11.5,2,0,"LINESTRING(6832.2060 53804.3054, 6869.6355 53774.2577)"
SEGMENTATION-ZONE 1-2,STB-E12.1,2,0,"LINESTRING(6965.4777 53896.8699, 6960.8362 53867.2322)"
SEGMENTATION-ZONE 1-2,STB-E10.1,2,0,"LINESTRING(7092.6414 53794.6424, 7070.3579 53785.9021)"
SEGMENTATION-ZONE 1-2,E6.26,2,0,"LINESTRING(6281.2915 54318.2657, 6328.4053 54280.4415)"
SEGMENTATION-ZONE 1-2,E6.27,2,0,"LINESTRING(6338.6224 54272.2389, 6436.3442 54193.7851)"
SEGMENTATION-ZONE 1-2,STB-E13.2,2,0,"LINESTRING(6987.0788 53471.2060, 7000.2469 53487.5780)"
SEGMENTATION-ZONE 1-2,STB-E13.1,2,0,"LINESTRING(7019.9571 53378.6155, 7052.7076 53352.3210)"
SEGMENTATION-ZONE 1-2,STB-E13.3,2,0,"LINESTRING(7108.3881 53366.7043, 7132.8173 53397.1024)"
SEGMENTATION-ZONE 1-2,STB-E13.4,2,0,"LINESTRING(7147.8582 53536.6374, 7171.2520 53517.8563)"
SEGMENTATION-ZONE 1-2,STB-E13.6,2,0,"LINESTRING(7242.0619 53531.1925, 7258.9558 53552.2356)"
SEGMENTATION-ZONE 1-2,STB-E13.7,2,0,"LINESTRING(7254.3520 53665.0746, 7277.7491 53646.2908)"
SEGMENTATION-ZONE 1-2,STB-F1.1,2,0,"LINESTRING(7199.5600 53234.4516, 7222.9532 53215.6698)"
SEGMENTATION-ZONE 1-2,STB-F1.2,2,0,"LINESTRING(7186.7416 53301.6223, 7203.6438 53322.6745)"
SEGMENTATION-ZONE 1-2,STB-E14.1,2,0,"LINESTRING(7503.9674 52990.2207, 7543.7359 52958.2916)"
SEGMENTATION-ZONE 1-2,STB-F2.1,2,0,"LINESTRING(7605.6466 52908.5602, 7638.3972 52882.2656)"
SEGMENTATION-ZONE 1-2,STB-E14.2,2,0,"LINESTRING(7500.1788 53051.5202, 7524.5938 53081.9297)"
SEGMENTATION-ZONE 1-2,STB-E14.3,2,0,"LINESTRING(7605.8229 52967.6154, 7622.7318 52988.6621)"
SEGMENTATION-ZONE 1-2,STB-F2.2,2,0,"LINESTRING(7753.2241 52855.8236, 7766.4364 52872.2800)"
SEGMENTATION-ZONE 1-2,STB-E14.4,2,0,"LINESTRING(7586.7471 53084.5336, 7612.4593 53063.8496)"
SEGMENTATION-ZONE 1-2,STB-E14.5,2,0,"LINESTRING(7639.0875 53148.6838, 7669.4987 53124.2703)"
SEGMENTATION-ZONE 1-2,STB-E14.6,2,0,"LINESTRING(7625.8422 53220.1518, 7644.5363 53243.5745)"
SEGMENTATION-ZONE 1-2,STB-E14.7,2,0,"LINESTRING(7739.7134 53128.7681, 7756.6074 53149.8112)"
SEGMENTATION-ZONE 1-2,STB-E14.8,2,0,"LINESTRING(7742.2255 53273.4446, 7765.6225 53254.6608)"
SEGMENTATION-ZONE 1-2,STB-F3.1,2,0,"LINESTRING(7800.2960 52713.7220, 7804.9747 52709.9656)"
SEGMENTATION-ZONE 1-2,STB-F4.1,2,0,"LINESTRING(7895.3398 52637.4133, 7902.3867 52631.8148)"
SEGMENTATION-ZONE 1-2,STB-F5.1,2,0,"LINESTRING(7927.8755 52611.3643, 7937.2448 52603.8419)"
SEGMENTATION-ZONE 1-2,STB-E15.1,2,0,"LINESTRING(8168.4724 52711.4583, 8177.2972 52689.1123)"
SEGMENTATION-ZONE 1-2,STB-E15.2,2,0,"LINESTRING(8174.8789 52783.2234, 8189.9547 52801.8697)"
SEGMENTATION-ZONE 1-2,STB-E15.3,2,0,"LINESTRING(8342.0648 52791.3171, 8363.2282 52774.5501)"
SEGMENTATION-ZONE 1-2,F2.5a,2,0,"LINESTRING(7630.1239 52970.1260, 7628.2457 52967.7867)"
SEGMENTATION-ZONE 1-2,E13.6a,2,0,"LINESTRING(7117.7177 53381.6252, 7115.8395 53379.2859)"
SEGMENTATION-ZONE 1-2,E3.24a,2,0,"LINESTRING(5349.7253 55070.6192, 5347.8471 55068.2799)"
SEGMENTATION-ZONE 1-2,E4N.7a,2,0,"LINESTRING(5587.7175 54784.0012, 5585.8393 54781.6619)"
SEGMENTATION-ZONE 1-2,E4N.9a,2,0,"LINESTRING(5632.1729 54748.2666, 5630.2948 54745.9272)"
SEGMENTATION-ZONE 1-2,E4N.19a,2,0,"LINESTRING(5384.7510 54946.9769, 5382.8728 54944.6376)"
SEGMENTATION-ZONE 1-2,F5.8a,2,0,"LINESTRING(8104.8807 52670.6036, 8103.8122 52673.4082)"
SEGMENTATION-ZONE 1-2,F1.7a,2,0,"LINESTRING(7293.0529 53240.8361, 7291.1747 53238.4968)"
SEGMENTATION-ZONE 1-2,E4S.3,2,0,"LINESTRING(5184.6066 54892.0037, 5182.2675 54893.8821)"
SEGMENTATION-ZONE 1-2,E4S.5,2,0,"LINESTRING(5219.3305 54864.1666, 5216.9913 54866.0450)"
SEGMENTATION-ZONE 1-2,E4S.7,2,0,"LINESTRING(5266.1170 54826.6030, 5263.7779 54828.4815)"
SEGMENTATION-ZONE 1-2,E4S.9,2,0,"LINESTRING(5300.4329 54799.0533, 5298.0937 54800.9318)"
SEGMENTATION-ZONE 1-2,E4S.11,2,0,"LINESTRING(5335.1484 54771.2234, 5346.8501 54761.8285)"
SEGMENTATION-ZONE 1-2,E4S.13,2,0,"LINESTRING(5383.0908 54732.6933, 5380.7517 54734.5717)"
SEGMENTATION-ZONE 1-2,E4S.15,2,0,"LINESTRING(5418.1815 54704.5215, 5415.8423 54706.3999)"
SEGMENTATION-ZONE 1-2,E4S.17,2,0,"LINESTRING(5453.2678 54676.3444, 5450.9286 54678.2228)"
