xref,seg_layer,label,x,y
SEGMENTATION-ZONE 1-2,E3B.4,E3B.4,5625.8619,54765.4187
SEGMENTATION-ZONE 1-2,E3B.5,E3B.5,5606.2208,54781.1693
SEGMENTATION-ZONE 1-2,E3B.3,E3B.3,5624.0513,54800.8674
SEGMENTATION-ZONE 1-2,E3B.1,E3B.1,5657.0793,54806.7783
SEGMENTATION-ZONE 1-2,E3B.2,E3B.2,5639.7149,54820.7341
SEGMENTATION-ZONE 1-2,E3.15,E3.15,5208.2044,55206.6676
SEGMENTATION-ZONE 1-2,E3.18,E3.18,5242.0764,55179.4826
SEGMENTATION-ZONE 1-2,E3.12,E3.12,5161.0059,55212.5243
SEGMENTATION-ZONE 1-2,E3.13,E3.13,5201.2373,55180.2115
SEGMENTATION-ZONE 1-2,E3.14,E3.14,5257.1761,55135.3162
SEGMENTATION-ZONE 1-2,E3.16,E3.16,5184.7857,55175.1746
SEGMENTATION-ZONE 1-2,E3.17,E3.17,5218.3412,55149.9145
SEGMENTATION-ZONE 1-2,E3.24,E3.24,5306.5384,55095.6868
SEGMENTATION-ZONE 1-2,E3.25,E3.25,5370.6322,55044.2306
SEGMENTATION-ZONE 1-2,E3.26,E3.26,5406.484,55015.4478
SEGMENTATION-ZONE 1-2,E3.27,E3.27,5436.7255,54991.1691
SEGMENTATION-ZONE 1-2,E3.28,E3.28,5482.7609,54954.2106
SEGMENTATION-ZONE 1-2,E3.29,E3.29,5549.304,54900.788
SEGMENTATION-ZONE 1-2,E3.30,E3.30,5613.6452,54849.1331
SEGMENTATION-ZONE 1-2,E3.31,E3.31,5654.5925,54816.2595
SEGMENTATION-ZONE 1-2,E3.32,E3.32,5687.4707,54789.864
SEGMENTATION-ZONE 1-2,E4.23,E4.23,5716.4198,54766.6228
SEGMENTATION-ZONE 1-2,E4.24,E4.24,5777.4024,54717.6643
SEGMENTATION-ZONE 1-2,E2.5,E2.5,5136.5384,55232.1675
SEGMENTATION-ZONE 1-2,E2.2,E2.2,5015.8178,55329.0853
SEGMENTATION-ZONE 1-2,E2.1,E2.1,4955.6258,55381.9541
SEGMENTATION-ZONE 1-2,E2.3,E2.3,5050.6088,55301.1541
SEGMENTATION-ZONE 1-2,E2.4,E2.4,5103.2347,55258.9046
SEGMENTATION-ZONE 1-2,E4.3,E4.3,5605.3679,54566.5813
SEGMENTATION-ZONE 1-2,E4.7,E4.7,5594.1471,54551.6199
SEGMENTATION-ZONE 1-2,E4.6,E4.6,5585.456,54540.8023
SEGMENTATION-ZONE 1-2,E4.5,E4.5,5571.1218,54522.9606
SEGMENTATION-ZONE 1-2,E4.17,E4.17,5673.2324,54650.0561
SEGMENTATION-ZONE 1-2,E4.4,E4.4,5624.7086,54560.7179
SEGMENTATION-ZONE 1-2,E4.11,E4.11,5614.5656,54542.6136
SEGMENTATION-ZONE 1-2,E4.10,E4.10,5647.9271,54546.2598
SEGMENTATION-ZONE 1-2,E4.9,E4.9,5665.8694,54537.589
SEGMENTATION-ZONE 1-2,E4.12,E4.12,5656.3272,54579.0119
SEGMENTATION-ZONE 1-2,E4.14,E4.14,5708.8683,54699.9151
SEGMENTATION-ZONE 1-2,E4.15,E4.15,5706.3217,54696.7433
SEGMENTATION-ZONE 1-2,E4.16,E4.16,5696.5065,54680.0639
SEGMENTATION-ZONE 1-2,E4.18,E4.18,5693.9599,54676.8921
SEGMENTATION-ZONE 1-2,E4.29,E4.29,5723.7437,54670.1019
SEGMENTATION-ZONE 1-2,E4.28,E4.28,5782.5858,54689.2348
SEGMENTATION-ZONE 1-2,E4.25,E4.25,5834.9642,54671.4833
SEGMENTATION-ZONE 1-2,E4.19,E4.19,5719.0824,54707.0546
SEGMENTATION-ZONE 1-2,E4.20,E4.20,5755.1285,54751.991
SEGMENTATION-ZONE 1-2,E4.26,E4.26,5757.8743,54768.5974
SEGMENTATION-ZONE 1-2,E4.27,E4.27,5730.8613,54736.7074
SEGMENTATION-ZONE 1-2,E4.30,E4.30,5809.0136,54741.4108
SEGMENTATION-ZONE 1-2,E4.21,E4.21,5793.8059,54800.2419
SEGMENTATION-ZONE 1-2,E4.22,E4.22,5810.331,54820.7007
SEGMENTATION-ZONE 1-2,STB-E3A.3,STB-E3A.3,5465.5126,54966.7221
SEGMENTATION-ZONE 1-2,STB-E3.6,STB-E3.6,5262.4516,55116.402
SEGMENTATION-ZONE 1-2,STB-E3A.2,STB-E3A.2,5342.0082,55058.296
SEGMENTATION-ZONE 1-2,STB-E3.5,STB-E3.5,5142.2068,55212.874
SEGMENTATION-ZONE 1-2,STB-E2.1,STB-E2.1,4928.4721,55396.3134
SEGMENTATION-ZONE 1-2,STB-E3.3,STB-E3.3,4947.0327,55122.9446
SEGMENTATION-ZONE 1-2,STB-E4.6,STB-E4.6,5698.0162,54762.71
SEGMENTATION-ZONE 1-2,STB-E3.7,STB-E3.7,5233.8354,55230.8337
SEGMENTATION-ZONE 1-2,STB-E2.2,STB-E2.2,5080.7134,55353.7161
SEGMENTATION-ZONE 1-2,E2.6,E2.6,5060.5339,55330.8594
SEGMENTATION-ZONE 1-2,E2.7,E2.7,5109.5481,55293.8196
SEGMENTATION-ZONE 1-2,STB-E3B.1,STB-E3B.1,5607.9549,54792.8605
SEGMENTATION-ZONE 1-2,STB-E4.5,STB-E4.5,5711.1176,54708.2748
SEGMENTATION-ZONE 1-2,STB-E4.1,STB-E4.1,5574.8512,54533.663
SEGMENTATION-ZONE 1-2,STB-E4.2,STB-E4.2,5677.5049,54521.1076
SEGMENTATION-ZONE 1-2,STB-E4.3,STB-E4.3,5669.6949,54607.1854
SEGMENTATION-ZONE 1-2,STB-E4.4,STB-E4.4,5675.5035,54704.1509
SEGMENTATION-ZONE 1-2,STB-E4.7,STB-E4.7,5837.7142,54658.3976
SEGMENTATION-ZONE 1-2,STB-E4.8,STB-E4.8,5829.916,54803.4834
SEGMENTATION-ZONE 1-2,PFS.1,PFS.1,4917.6105,55151.0465
SEGMENTATION-ZONE 1-2,PFS.2,PFS.2,4835.7405,55216.7884
SEGMENTATION-ZONE 1-2,PFS.3,PFS.3,4753.8579,55282.5404
SEGMENTATION-ZONE 1-2,PFS.4,PFS.4,4672.0124,55348.2627
SEGMENTATION-ZONE 1-2,PFS.5,PFS.5,4590.1138,55414.0276
SEGMENTATION-ZONE 1-2,PFS.6,PFS.6,4510.0183,55482.5536
SEGMENTATION-ZONE 1-2,PFS.8,PFS.8,4423.5667,55571.8087
SEGMENTATION-ZONE 1-2,PFS.7,PFS.7,4466.8451,55537.0575
SEGMENTATION-ZONE 1-2,PFS.9,PFS.9,4357.2209,55645.5518
SEGMENTATION-ZONE 1-2,PFS.11,PFS.11,4431.3737,55570.0323
SEGMENTATION-ZONE 1-2,PFS.10,PFS.10,4388.0439,55735.8125
SEGMENTATION-ZONE 1-2,PFS.12,PFS.12,4488.1507,55632.2135
SEGMENTATION-ZONE 1-2,PFN.2,PFN.2,4522.9141,55738.0272
SEGMENTATION-ZONE 1-2,PFN.4,PFN.4,4584.2951,55688.7227
SEGMENTATION-ZONE 1-2,PFN.5,PFN.5,4633.9702,55648.7404
SEGMENTATION-ZONE 1-2,PFN.6,PFN.6,4707.0039,55589.9575
SEGMENTATION-ZONE 1-2,PFN.7,PFN.7,4771.2725,55538.2294
SEGMENTATION-ZONE 1-2,PFN.8,PFN.8,4835.541,55486.5013
SEGMENTATION-ZONE 1-2,PFN.9,PFN.9,4905.6818,55430.1065
SEGMENTATION-ZONE 1-2,PFN.1,PFN.1,4462.5924,55790.2167
SEGMENTATION-ZONE 1-2,PFN.3,PFN.3,4540.3428,55714.0978
SEGMENTATION-ZONE 1-2,PF-13.1,PF-13.1,4594.2031,55634.7446
SEGMENTATION-ZONE 1-2,PF-14.1,PF-14.1,4669.8906,55574.1954
SEGMENTATION-ZONE 1-2,PF-15.1,PF-15.1,4736.9527,55520.3562
SEGMENTATION-ZONE 1-2,PF-16.1,PF-16.1,4805.1629,55465.689
SEGMENTATION-ZONE 1-2,PF-17.1,PF-17.1,4870.8805,55412.4331
SEGMENTATION-ZONE 1-2,PF-13.2,PF-13.2,4545.3135,55582.6807
SEGMENTATION-ZONE 1-2,PF-14.2,PF-14.2,4618.5959,55523.8475
SEGMENTATION-ZONE 1-2,PF-15.2,PF-15.2,4685.658,55470.0083
SEGMENTATION-ZONE 1-2,PF-16.2,PF-16.2,4753.7899,55415.2437
SEGMENTATION-ZONE 1-2,PF-17.2,PF-17.2,4819.7822,55362.3297
SEGMENTATION-ZONE 1-2,E5.1,E5.1,5873.9198,54640.2044
SEGMENTATION-ZONE 1-2,E5.2,E5.2,5947.0211,54581.5086
SEGMENTATION-ZONE 1-2,E5.3,E5.3,6017.2199,54525.1439
SEGMENTATION-ZONE 1-2,E5.4,E5.4,6086.6179,54469.4178
SEGMENTATION-ZONE 1-2,F7.4a,F7.4a,5727.6185,54488.0167
SEGMENTATION-ZONE 1-2,F7.5,F7.5,5790.692,54437.3796
SEGMENTATION-ZONE 1-2,F7.6,F7.6,5830.2009,54405.6608
SEGMENTATION-ZONE 1-2,F7.7,F7.7,5900.4793,54349.2394
SEGMENTATION-ZONE 1-2,F7.8,F7.8,5983.001,54282.9887
SEGMENTATION-ZONE 1-2,301.1,301.1,5779.5604,54321.4545
SEGMENTATION-ZONE 1-2,S.1,S.1,5836.1438,54276.2347
SEGMENTATION-ZONE 1-2,S.2,S.2,5904.2404,54221.5585
SEGMENTATION-ZONE 1-2,S.3,S.3,5953.186,54182.2592
SEGMENTATION-ZONE 1-2,S.7,S.7,6010.1966,54136.4842
SEGMENTATION-ZONE 1-2,S.9,S.9,6043.8034,54109.5007
SEGMENTATION-ZONE 1-2,S.10,S.10,6077.4178,54082.511
SEGMENTATION-ZONE 1-2,S.11,S.11,6135.8955,54035.5581
SEGMENTATION-ZONE 1-2,S.12,S.12,6200.171,53983.95
SEGMENTATION-ZONE 1-2,S.13,S.13,6256.0192,53939.1084
SEGMENTATION-ZONE 1-2,E6.6,E6.6,6059.3938,54221.6587
SEGMENTATION-ZONE 1-2,E6.7,E6.7,6103.5551,54186.2046
SEGMENTATION-ZONE 1-2,E6.8,E6.8,6126.6183,54167.6888
SEGMENTATION-ZONE 1-2,STB-F7.2,STB-F7.2,5773.1556,54428.2778
SEGMENTATION-ZONE 1-2,STB-F7.1,STB-F7.1,5767.2726,54376.9657
SEGMENTATION-ZONE 1-2,STB-E6.1,STB-E6.1,6003.2714,54189.3553
SEGMENTATION-ZONE 1-2,F7.4,F7.4,5805.9477,54404.9212
SEGMENTATION-ZONE 1-2,F7.3,F7.3,5831.0785,54381.7831
SEGMENTATION-ZONE 1-2,F7.2,F7.2,5807.8729,54358.0138
SEGMENTATION-ZONE 1-2,301.2,301.2,5775.9357,54358.4351
SEGMENTATION-ZONE 1-2,F7.1,F7.1,5801.4828,54333.4771
SEGMENTATION-ZONE 1-2,301.3,301.3,5678.4493,54295.2603
SEGMENTATION-ZONE 1-2,S.6,S.6,5980.9634,54159.9562
SEGMENTATION-ZONE 1-2,S.4,S.4,5993.4362,54174.0152
SEGMENTATION-ZONE 1-2,S.8,S.8,6036.7582,54144.5373
SEGMENTATION-ZONE 1-2,S.5,S.5,6015.0259,54178.4647
SEGMENTATION-ZONE 1-2,302.3,302.3,5741.2931,54244.8649
SEGMENTATION-ZONE 1-2,303.3,303.3,5809.5469,54190.131
SEGMENTATION-ZONE 1-2,304.3,304.3,5871.9476,54140.0909
SEGMENTATION-ZONE 1-2,305.3,305.3,5929.5601,54093.6503
SEGMENTATION-ZONE 1-2,306.3,306.3,5990.5629,54051.3804
SEGMENTATION-ZONE 1-2,307.3,307.3,6048.2982,54005.0815
SEGMENTATION-ZONE 1-2,308.3,308.3,6110.7001,53955.0404
SEGMENTATION-ZONE 1-2,309.3,309.3,6178.6926,53900.5161
SEGMENTATION-ZONE 1-2,302.2,302.2,5766.6002,54294.1874
SEGMENTATION-ZONE 1-2,302.1,302.1,5786.2034,54278.2289
SEGMENTATION-ZONE 1-2,303.2,303.2,5834.7899,54239.3736
SEGMENTATION-ZONE 1-2,303.1,303.1,5854.3932,54223.4151
SEGMENTATION-ZONE 1-2,304.1,304.1,5916.0069,54174.051
SEGMENTATION-ZONE 1-2,305.2,305.2,5967.0433,54141.8929
SEGMENTATION-ZONE 1-2,305.1,305.1,5973.8415,54127.636
SEGMENTATION-ZONE 1-2,306.1,306.1,6031.4572,54081.2961
SEGMENTATION-ZONE 1-2,307.1,307.1,6089.1442,54034.9371
SEGMENTATION-ZONE 1-2,308.1,308.1,6151.5182,53984.8611
SEGMENTATION-ZONE 1-2,309.1,309.1,6219.4772,53930.2951
SEGMENTATION-ZONE 1-2,E6.1,E6.1,6023.9669,54184.4645
SEGMENTATION-ZONE 1-2,E6.3,E6.3,6047.4942,54176.64
SEGMENTATION-ZONE 1-2,E6.2,E6.2,6042.3678,54169.6918
SEGMENTATION-ZONE 1-2,E6.5,E6.5,6028.6706,54246.3239
SEGMENTATION-ZONE 1-2,E6.12,E6.12,6064.8579,54254.2027
SEGMENTATION-ZONE 1-2,E6.29,E6.29,6145.6325,54398.0124
SEGMENTATION-ZONE 1-2,E6.13,E6.13,6040.9603,54219.5578
SEGMENTATION-ZONE 1-2,E6.32,E6.32,6202.5358,54333.8919
SEGMENTATION-ZONE 1-2,E6.33,E6.33,6260.1128,54325.7217
SEGMENTATION-ZONE 1-2,E6.14,E6.14,6072.9375,54193.9118
SEGMENTATION-ZONE 1-2,E6.16,E6.16,6120.2284,54227.134
SEGMENTATION-ZONE 1-2,E6.4,E6.4,6082.9497,54220.7946
SEGMENTATION-ZONE 1-2,E6.9,E6.9,6176.3698,54127.747
SEGMENTATION-ZONE 1-2,E6.10,E6.10,6240.2853,54076.4339
SEGMENTATION-ZONE 1-2,E6.11,E6.11,6304.2193,54025.1059
SEGMENTATION-ZONE 1-2,E6.15,E6.15,6136.8463,54178.95
SEGMENTATION-ZONE 1-2,E6.18,E6.18,6113.3052,54287.2584
SEGMENTATION-ZONE 1-2,E6.30,E6.30,6137.9082,54329.2167
SEGMENTATION-ZONE 1-2,E6.31,E6.31,6158.6105,54312.5642
SEGMENTATION-ZONE 1-2,E6.20,E6.20,6152.3601,54307.235
SEGMENTATION-ZONE 1-2,E6.19,E6.19,6143.6567,54296.3961
SEGMENTATION-ZONE 1-2,E6.17,E6.17,6129.7818,54274.8172
SEGMENTATION-ZONE 1-2,E6.21,E6.21,6202.494,54369.6693
SEGMENTATION-ZONE 1-2,E6.34,E6.34,6230.125,54383.8469
SEGMENTATION-ZONE 1-2,E6.22,E6.22,6254.6615,54434.6361
SEGMENTATION-ZONE 1-2,E6.23,E6.23,6150.1291,54418.426
SEGMENTATION-ZONE 1-2,E6.24,E6.24,6185.2112,54390.2829
SEGMENTATION-ZONE 1-2,E6.25,E6.25,6240.0004,54346.2781
SEGMENTATION-ZONE 1-2,E6.28,E6.28,6196.0216,54413.8622
SEGMENTATION-ZONE 1-2,E8.3,E8.3,6411.2855,54306.2069
SEGMENTATION-ZONE 1-2,E8.6,E8.6,6352.0744,54315.3374
SEGMENTATION-ZONE 1-2,E8.7,E8.7,6282.2325,54330.1334
SEGMENTATION-ZONE 1-2,E8.5,E8.5,6251.5383,54366.9179
SEGMENTATION-ZONE 1-2,E8.4,E8.4,6334.6751,54335.3423
SEGMENTATION-ZONE 1-2,E7.3,E7.3,6628.4204,54071.7656
SEGMENTATION-ZONE 1-2,E9.4,E9.4,6282.2411,53918.0798
SEGMENTATION-ZONE 1-2,E9.5,E9.5,6297.7554,53905.5979
SEGMENTATION-ZONE 1-2,E9.7,E9.7,6319.4751,53917.6563
SEGMENTATION-ZONE 1-2,E9.6,E9.6,6312.6693,53884.8397
SEGMENTATION-ZONE 1-2,E9.1,E9.1,6308.2751,53827.0589
SEGMENTATION-ZONE 1-2,E9.2,E9.2,6331.8136,53866.8785
SEGMENTATION-ZONE 1-2,E9.3,E9.3,6352.7796,53903.6151
SEGMENTATION-ZONE 1-2,E12.3,E12.3,6806.0732,53929.1412
SEGMENTATION-ZONE 1-2,103.1,103.1,6260.7411,53747.332
SEGMENTATION-ZONE 1-2,101.1,101.1,6348.0421,53888.5635
SEGMENTATION-ZONE 1-2,101.3,101.3,6370.4252,53806.144
SEGMENTATION-ZONE 1-2,102.1,102.1,6313.65,53738.2964
SEGMENTATION-ZONE 1-2,E9.27,E9.27,6439.3716,53969.1315
SEGMENTATION-ZONE 1-2,E9.8,E9.8,6342.7778,53928.4732
SEGMENTATION-ZONE 1-2,E9.9,E9.9,6360.5131,53913.6217
SEGMENTATION-ZONE 1-2,E9.10,E9.10,6349.4076,53935.1262
SEGMENTATION-ZONE 1-2,E9.11,E9.11,6401.0166,53970.6985
SEGMENTATION-ZONE 1-2,E9.12,E9.12,6413.0073,54014.1423
SEGMENTATION-ZONE 1-2,E9.29,E9.29,6428.9058,54033.9848
SEGMENTATION-ZONE 1-2,E9.30,E9.30,6445.301,54054.4471
SEGMENTATION-ZONE 1-2,E9.23,E9.23,6386.518,53994.2245
SEGMENTATION-ZONE 1-2,E9.28,E9.28,6450.5781,54022.5037
SEGMENTATION-ZONE 1-2,E9.24,E9.24,6359.1234,53964.2687
SEGMENTATION-ZONE 1-2,E9.25,E9.25,6392.759,53937.2244
SEGMENTATION-ZONE 1-2,E9.13,E9.13,6342.2111,53994.6051
SEGMENTATION-ZONE 1-2,E9.14,E9.14,6394.9787,53952.2418
SEGMENTATION-ZONE 1-2,E9.15,E9.15,6426.0034,53927.3343
SEGMENTATION-ZONE 1-2,E9.16,E9.16,6443.5636,53913.2365
SEGMENTATION-ZONE 1-2,E9.18,E9.18,6484.3556,53880.4876
SEGMENTATION-ZONE 1-2,E9.19,E9.19,6528.4642,53845.076
SEGMENTATION-ZONE 1-2,E9.20,E9.20,6572.8316,53809.4567
SEGMENTATION-ZONE 1-2,E9.21,E9.21,6606.2864,53782.5982
SEGMENTATION-ZONE 1-2,E9.22,E9.22,6642.7327,53753.3381
SEGMENTATION-ZONE 1-2,E9.17,E9.17,6458.1409,53901.5036
SEGMENTATION-ZONE 1-2,E9.26,E9.26,6459.0866,53921.7032
SEGMENTATION-ZONE 1-2,113.2,113.2,6455.894,53866.1524
SEGMENTATION-ZONE 1-2,113.1,113.1,6483.4317,53860.144
SEGMENTATION-ZONE 1-2,112.2,112.2,6555.2308,53807.5198
SEGMENTATION-ZONE 1-2,112.1,112.1,6588.1588,53790.6895
SEGMENTATION-ZONE 1-2,112.3,112.3,6512.1698,53759.885
SEGMENTATION-ZONE 1-2,113.3,113.3,6441.9233,53783.3386
SEGMENTATION-ZONE 1-2,101.2,101.2,6334.8184,53874.8123
SEGMENTATION-ZONE 1-2,E3A.2,E3A.2,5365.7512,54967.9934
SEGMENTATION-ZONE 1-2,E3A.1,E3A.1,5351.1243,54979.7317
SEGMENTATION-ZONE 1-2,STB-E3A.1,STB-E3A.1,5362.367,54990.088
SEGMENTATION-ZONE 1-2,E3A.3,E3A.3,5362.8805,54978.3489
SEGMENTATION-ZONE 1-2,E9.37,E9.37,6458.3287,54076.2419
SEGMENTATION-ZONE 1-2,E9.38,E9.38,6467.5315,54127.443
SEGMENTATION-ZONE 1-2,E9.39,E9.39,6445.8028,54177.422
SEGMENTATION-ZONE 1-2,E9.32,E9.32,6515.7407,54124.9063
SEGMENTATION-ZONE 1-2,E9.31,E9.31,6456.4005,54182.8206
SEGMENTATION-ZONE 1-2,E9.42,E9.42,6582.1989,54068.235
SEGMENTATION-ZONE 1-2,E9.41,E9.41,6528.8457,54078.7253
SEGMENTATION-ZONE 1-2,E9.40,E9.40,6480.7491,54058.6675
SEGMENTATION-ZONE 1-2,E9.34,E9.34,6626.8657,54035.6921
SEGMENTATION-ZONE 1-2,E9.35,E9.35,6676.8743,53995.5438
SEGMENTATION-ZONE 1-2,E9.36,E9.36,6771.1069,53919.8913
SEGMENTATION-ZONE 1-2,STB-E6.2,STB-E6.2,6011.1527,54237.9832
SEGMENTATION-ZONE 1-2,STB-E6.3,STB-E6.3,6100.8274,54166.0516
SEGMENTATION-ZONE 1-2,STB-E6.4,STB-E6.4,6125.3363,54258.1829
SEGMENTATION-ZONE 1-2,STB-E6.5,STB-E6.5,6139.9152,54343.1776
SEGMENTATION-ZONE 1-2,STB-E6.6,STB-E6.6,6112.0781,54438.1916
SEGMENTATION-ZONE 1-2,STB-E6.7,STB-E6.7,6330.3943,54262.838
SEGMENTATION-ZONE 1-2,STB-E6.8,STB-E6.8,6249.1063,54466.946
SEGMENTATION-ZONE 1-2,STB-E8.1,STB-E8.1,6426.7609,54294.9859
SEGMENTATION-ZONE 1-2,STB-E7.1,STB-E7.1,6537.3396,54206.2061
SEGMENTATION-ZONE 1-2,STB-E9.1,STB-E9.1,6268.4085,53909.8919
SEGMENTATION-ZONE 1-2,STB-E9.2,STB-E9.2,6359.3646,53903.851
SEGMENTATION-ZONE 1-2,STB-E9.3,STB-E9.3,6337.1157,53978.1345
SEGMENTATION-ZONE 1-2,STB-E9.4,STB-E9.4,6422.2992,53909.8906
SEGMENTATION-ZONE 1-2,STB-E9.5,STB-E9.5,6433.8893,54004.6734
SEGMENTATION-ZONE 1-2,STB-E9.6,STB-E9.6,6497.7063,54077.8949
SEGMENTATION-ZONE 1-2,STB-E9.7,STB-E9.7,6476.9211,54181.0661
SEGMENTATION-ZONE 1-2,STB-E9.8,STB-E9.8,6555.2443,54069.6956
SEGMENTATION-ZONE 1-2,STB-PF.1,STB-PF.1,4391.3484,55783.276
SEGMENTATION-ZONE 1-2,STB-PF.2,STB-PF.2,4519.7959,55663.2513
SEGMENTATION-ZONE 1-2,E11.1,E11.1,6563.4124,53416.0782
SEGMENTATION-ZONE 1-2,E11.2,E11.2,6570.2199,53459.0423
SEGMENTATION-ZONE 1-2,E11.3,E11.3,6608.0222,53506.2007
SEGMENTATION-ZONE 1-2,E11.4,E11.4,6636.39,53541.5896
SEGMENTATION-ZONE 1-2,E11.5,E11.5,6669.0827,53582.3738
SEGMENTATION-ZONE 1-2,E11.6,E11.6,6692.3032,53611.3415
SEGMENTATION-ZONE 1-2,E11.7,E11.7,6701.6713,53623.0281
SEGMENTATION-ZONE 1-2,E11.8,E11.8,6711.8458,53635.7208
SEGMENTATION-ZONE 1-2,E11.9,E11.9,6755.1789,53689.762
SEGMENTATION-ZONE 1-2,E11.10,E11.10,6792.6522,53707.8706
SEGMENTATION-ZONE 1-2,E11.26,E11.26,6811.1665,53730.8972
SEGMENTATION-ZONE 1-2,E11.11,E11.11,6668.6676,53732.5169
SEGMENTATION-ZONE 1-2,E11.12,E11.12,6688.167,53716.8623
SEGMENTATION-ZONE 1-2,E11.13,E11.13,6708.646,53700.4211
SEGMENTATION-ZONE 1-2,E11.14,E11.14,6739.6035,53675.5676
SEGMENTATION-ZONE 1-2,E11.23,E11.23,6726.0311,53666.6314
SEGMENTATION-ZONE 1-2,E11.24,E11.24,6755.6509,53642.6214
SEGMENTATION-ZONE 1-2,E11.15,E11.15,6795.1036,53631.0106
SEGMENTATION-ZONE 1-2,E11.16,E11.16,6821.7837,53609.5911
SEGMENTATION-ZONE 1-2,E11.17,E11.17,6876.8842,53565.3549
SEGMENTATION-ZONE 1-2,E11.18,E11.18,6940.7275,53514.0997
SEGMENTATION-ZONE 1-2,E11.19,E11.19,6981.6503,53481.2458
SEGMENTATION-ZONE 1-2,E11.20,E11.20,6698.0644,53728.3178
SEGMENTATION-ZONE 1-2,E11.21,E11.21,6752.3963,53723.0189
SEGMENTATION-ZONE 1-2,E11.22,E11.22,6796.1461,53745.007
SEGMENTATION-ZONE 1-2,E11.25,E11.25,6783.7129,53666.8926
SEGMENTATION-ZONE 1-2,E11.27,E11.27,6825.2394,53748.4528
SEGMENTATION-ZONE 1-2,E11.28,E11.28,6847.1801,53858.8177
SEGMENTATION-ZONE 1-2,E11.29,E11.29,6923.0607,53797.8987
SEGMENTATION-ZONE 1-2,E11.30,E11.30,6830.02,53851.3113
SEGMENTATION-ZONE 1-2,E11.31,E11.31,6825.1358,53782.1382
SEGMENTATION-ZONE 1-2,E11.32,E11.32,6846.8799,53764.0946
SEGMENTATION-ZONE 1-2,E11.33,E11.33,6913.6425,53784.0946
SEGMENTATION-ZONE 1-2,E9.33,E9.33,6585.1129,54079.4868
SEGMENTATION-ZONE 1-2,111.3,111.3,6548.8202,53699.4557
SEGMENTATION-ZONE 1-2,111.2,111.2,6618.8561,53755.3001
SEGMENTATION-ZONE 1-2,111.1,111.1,6650.8214,53737.9269
SEGMENTATION-ZONE 1-2,121.1,121.1,6597.7143,53615.2936
SEGMENTATION-ZONE 1-2,122.1,122.1,6541.7769,53559.7725
SEGMENTATION-ZONE 1-2,123.1,123.1,6498.8106,53502.8944
SEGMENTATION-ZONE 1-2,131.1,131.1,6726.8807,53555.9212
SEGMENTATION-ZONE 1-2,132.1,132.1,6680.2999,53497.9003
SEGMENTATION-ZONE 1-2,133.1,133.1,6623.0187,53426.551
SEGMENTATION-ZONE 1-2,134.1,134.1,6580.9477,53374.1474
SEGMENTATION-ZONE 1-2,136.1,136.1,6552.4485,53338.6489
SEGMENTATION-ZONE 1-2,E4.8,E4.8,5628.4898,54594.3657
SEGMENTATION-ZONE 1-2,E4.8a,E4.8a,5650.5433,54621.8154
SEGMENTATION-ZONE 1-2,E13.1,E13.1,7069.3338,53428.3036
SEGMENTATION-ZONE 1-2,E13.2,E13.2,7111.6473,53480.9866
SEGMENTATION-ZONE 1-2,E13.3,E13.3,7013.8817,53455.3696
SEGMENTATION-ZONE 1-2,E13.5,E13.5,7107.4958,53380.2137
SEGMENTATION-ZONE 1-2,E13.6,E13.6,7133.8552,53359.0516
SEGMENTATION-ZONE 1-2,E13.7,E13.7,7174.8148,53326.1681
SEGMENTATION-ZONE 1-2,E13.4,E13.4,7075.9085,53405.58
SEGMENTATION-ZONE 1-2,E13.8,E13.8,7068.7851,53441.7618
SEGMENTATION-ZONE 1-2,E13.11,E13.11,7100.5171,53410.8301
SEGMENTATION-ZONE 1-2,E13.9,E13.9,7046.8538,53410.5238
SEGMENTATION-ZONE 1-2,E13.10,E13.10,7074.3376,53388.697
SEGMENTATION-ZONE 1-2,E13.12,E13.12,7158.1889,53510.245
SEGMENTATION-ZONE 1-2,E11.34,E11.34,6964.2034,53764.8682
SEGMENTATION-ZONE 1-2,E11.35,E11.35,7015.0114,53724.0781
SEGMENTATION-ZONE 1-2,E13.28,E13.28,7142.4412,53522.7182
SEGMENTATION-ZONE 1-2,E13.13,E13.13,7172.2742,53527.7836
SEGMENTATION-ZONE 1-2,E13.14,E13.14,7185.7055,53573.1969
SEGMENTATION-ZONE 1-2,E13.15,E13.15,7240.9175,53641.9488
SEGMENTATION-ZONE 1-2,E13.16,E13.16,7094.205,53660.4993
SEGMENTATION-ZONE 1-2,E13.17,E13.17,7159.4801,53608.0947
SEGMENTATION-ZONE 1-2,E13.18,E13.18,7189.5197,53583.9799
SEGMENTATION-ZONE 1-2,E13.19,E13.19,7243.9512,53540.279
SEGMENTATION-ZONE 1-2,E13.20,E13.20,7291.6759,53501.9643
SEGMENTATION-ZONE 1-2,E13.21,E13.21,7379.9014,53431.1345
SEGMENTATION-ZONE 1-2,E13.22,E13.22,7474.7978,53354.949
SEGMENTATION-ZONE 1-2,E13.23,E13.23,7571.7164,53277.1402
SEGMENTATION-ZONE 1-2,E13.30,E13.30,7233.7395,53580.6872
SEGMENTATION-ZONE 1-2,E13.25,E13.25,7199.9059,53607.8824
SEGMENTATION-ZONE 1-2,E13.26,E13.26,7133.6436,53624.4327
SEGMENTATION-ZONE 1-2,E13.27,E13.27,7154.1782,53566.377
SEGMENTATION-ZONE 1-2,E13.29,E13.29,7206.2112,53550.7386
