xref,seg_layer,label,x,y
SEGMENTATION-ZONE 1-2,N.8,\pxqc;N.8,8230.1063,53566.3961
SEGMENTATION-ZONE 1-2,N.9,\pxqc;N.9,8293.1399,53515.7913
SEGMENTATION-ZONE 1-2,N.14,\pxqc;N.14,8598.7236,53270.4595
SEGMENTATION-ZONE 1-2,N.15,\pxqc;N.15,8636.7383,53239.9402
SEGMENTATION-ZONE 1-2,C3.1,C3.1,7608.6631,53843.9266
SEGMENTATION-ZONE 1-2,C3.2,C3.2,7644.3764,53815.2534
SEGMENTATION-ZONE 1-2,C3.3,C3.3,7638.5298,53858.9043
SEGMENTATION-ZONE 1-2,C3.7,C3.7,7673.1523,53901.8017
SEGMENTATION-ZONE 1-2,C3.4,C3.4,7646.4612,53892.2346
SEGMENTATION-ZONE 1-2,C3.5,C3.5,7684.3123,53861.845
SEGMENTATION-ZONE 1-2,C3.6,C3.6,7670.4229,53922.5671
SEGMENTATION-ZONE 1-2,C3.8,C3.8,7706.1362,53893.8938
SEGMENTATION-ZONE 1-2,C3.9,C3.9,7744.523,53938.5558
SEGMENTATION-ZONE 1-2,C4.1,C4.1,8037.4721,53499.667
SEGMENTATION-ZONE 1-2,C4.2,C4.2,8073.1854,53470.9938
SEGMENTATION-ZONE 1-2,C4.3,C4.3,8067.3389,53514.6447
SEGMENTATION-ZONE 1-2,C4.7,C4.7,8101.9613,53557.5421
SEGMENTATION-ZONE 1-2,C4.4,C4.4,8075.2702,53547.975
SEGMENTATION-ZONE 1-2,C4.5,C4.5,8113.1213,53517.5854
SEGMENTATION-ZONE 1-2,C4.6,C4.6,8099.232,53578.3075
SEGMENTATION-ZONE 1-2,C4.8,C4.8,8134.9453,53549.6342
SEGMENTATION-ZONE 1-2,C4.10,C4.10,8135.4809,53624.6858
SEGMENTATION-ZONE 1-2,C4.11,C4.11,8173.332,53594.2962
SEGMENTATION-ZONE 1-2,C4.9,C4.9,8129.1427,53591.6633
SEGMENTATION-ZONE 1-2,D8.2,D8.2,7697.2642,53613.6967
SEGMENTATION-ZONE 1-2,D8.3,D8.3,7449.3204,53700.7263
SEGMENTATION-ZONE 1-2,D8.1,D8.1,7872.1363,53585.6799
SEGMENTATION-ZONE 1-2,D9.1,D9.1,7842.901,53412.6609
SEGMENTATION-ZONE 1-2,D9.2,D9.2,7879.7289,53383.0927
SEGMENTATION-ZONE 1-2,D9.3,D9.3,7901.1611,53462.8845
SEGMENTATION-ZONE 1-2,D9.6,D9.6,7938.2969,53532.6131
SEGMENTATION-ZONE 1-2,D9.7,D9.7,7977.3756,53501.2379
SEGMENTATION-ZONE 1-2,D9.4,D9.4,7933.4985,53502.9057
SEGMENTATION-ZONE 1-2,D9.5,D9.5,7949.0763,53490.3987
SEGMENTATION-ZONE 1-2,D10.1,D10.1,8350.4217,53005.2093
SEGMENTATION-ZONE 1-2,D10.2,D10.2,8387.7124,52975.2696
SEGMENTATION-ZONE 1-2,D10.3,D10.3,8408.6818,53055.4329
SEGMENTATION-ZONE 1-2,D10.6,D10.6,8444.9713,53125.841
SEGMENTATION-ZONE 1-2,D10.7,D10.7,8485.8958,53092.9838
SEGMENTATION-ZONE 1-2,D10.4,D10.4,8440.2949,53096.0357
SEGMENTATION-ZONE 1-2,D10.5,D10.5,8457.4249,53082.2825
SEGMENTATION-ZONE 1-2,D10.8,D10.8,8470.1802,53152.2772
SEGMENTATION-ZONE 1-2,D10.10,D10.10,8507.194,53122.5598
SEGMENTATION-ZONE 1-2,D10.11,D10.11,8498.2465,53168.7005
SEGMENTATION-ZONE 1-2,D10.15,D10.15,8533.1476,53212.3957
SEGMENTATION-ZONE 1-2,D10.12,D10.12,8507.3132,53201.1191
SEGMENTATION-ZONE 1-2,D10.13,D10.13,8545.8294,53170.1956
SEGMENTATION-ZONE 1-2,D10.14,D10.14,8531.94,53230.9176
SEGMENTATION-ZONE 1-2,D10.16,D10.16,8569.6455,53200.6449
SEGMENTATION-ZONE 1-2,D10.18,D10.18,8568.189,53277.296
SEGMENTATION-ZONE 1-2,D10.19,D10.19,8606.0401,53246.9064
SEGMENTATION-ZONE 1-2,D10.17,D10.17,8560.1328,53245.6527
SEGMENTATION-ZONE 1-2,D10.9,D10.9,8471.5208,53133.5353
SEGMENTATION-ZONE 1-2,D11.1,D11.1,8443.9742,52930.1033
SEGMENTATION-ZONE 1-2,D11.2,D11.2,8502.2344,52980.3269
SEGMENTATION-ZONE 1-2,D11.3,D11.3,8538.5238,53050.7351
SEGMENTATION-ZONE 1-2,D11.4,D11.4,8563.7327,53077.1712
SEGMENTATION-ZONE 1-2,D11.6,D11.6,8591.799,53093.5945
SEGMENTATION-ZONE 1-2,D11.9,D11.9,8626.7001,53137.2898
SEGMENTATION-ZONE 1-2,D11.7,D11.7,8600.8657,53126.0132
SEGMENTATION-ZONE 1-2,D11.8,D11.8,8625.4925,53155.8117
SEGMENTATION-ZONE 1-2,D11.10,D11.10,8661.7415,53202.1901
SEGMENTATION-ZONE 1-2,D11.5,D11.5,8565.0733,53058.4294
SEGMENTATION-ZONE 1-2,D.51,\pxqc;D.51,8433.1859,53150.0835
SEGMENTATION-ZONE 1-2,704.1,704.1,8004.5455,53857.8962
SEGMENTATION-ZONE 1-2,705.1,705.1,8073.947,53802.1787
SEGMENTATION-ZONE 1-2,706.1,706.1,8138.8628,53750.0596
SEGMENTATION-ZONE 1-2,707.1,707.1,8199.2981,53701.5435
SEGMENTATION-ZONE 1-2,708.1,708.1,8259.732,53653.0255
SEGMENTATION-ZONE 1-2,709.1,709.1,8327.184,53598.8732
SEGMENTATION-ZONE 1-2,710.1,710.1,8387.6179,53550.3552
SEGMENTATION-ZONE 1-2,711.1,711.1,8448.0518,53501.8372
SEGMENTATION-ZONE 1-2,712.1,712.1,8508.4745,53453.3052
SEGMENTATION-ZONE 1-2,713.1,713.1,8568.907,53404.7856
SEGMENTATION-ZONE 1-2,714.1,714.1,8629.3535,53356.2833
SEGMENTATION-ZONE 1-2,715.1,715.1,8689.7874,53307.7653
SEGMENTATION-ZONE 1-2,D.38,\pxqc;D.38,7613.7135,53822.3189
SEGMENTATION-ZONE 1-2,D.43,\pxqc;D.43,7933.671,53565.4436
SEGMENTATION-ZONE 1-2,STB-D.1,\pxqc;STB-D.1,5523.2557,55465.5916
SEGMENTATION-ZONE 1-2,STB-D.2,\pxqc;STB-D.2,5736.9237,55303.6878
SEGMENTATION-ZONE 1-2,STB-D.3,\pxqc;STB-D.3,5968.7403,55100.2467
SEGMENTATION-ZONE 1-2,STB-D.4,\pxqc;STB-D.4,6180.897,54947.2449
SEGMENTATION-ZONE 1-2,STB-D.5,\pxqc;STB-D.5,6626.2025,54589.8194
SEGMENTATION-ZONE 1-2,STB-D.6,\pxqc;STB-D.6,7100.2233,54209.7549
SEGMENTATION-ZONE 1-2,STB-D.7,\pxqc;STB-D.7,7406.752,53963.0872
SEGMENTATION-ZONE 1-2,STB-D.8,\pxqc;STB-D.8,7654.2248,53764.9873
SEGMENTATION-ZONE 1-2,STB-D.9,\pxqc;STB-D.9,8083.0331,53420.7286
SEGMENTATION-ZONE 1-2,STB-D.10,\pxqc;STB-D.10,8316.766,53230.5797
SEGMENTATION-ZONE 1-2,STB-C.1,\pxqc;STB-C.1,5576.7914,55547.4633
SEGMENTATION-ZONE 1-2,STB-C.2,\pxqc;STB-C.2,5797.4693,55370.1041
SEGMENTATION-ZONE 1-2,STB-C.3,\pxqc;STB-C.3,6031.5201,55178.0847
SEGMENTATION-ZONE 1-2,STB-C.4,\pxqc;STB-C.4,6128.2679,55100.4532
SEGMENTATION-ZONE 1-2,STB-C.5,\pxqc;STB-C.5,6394.2955,54886.8792
SEGMENTATION-ZONE 1-2,STB-C.6,\pxqc;STB-C.6,6565.3774,54747.4752
SEGMENTATION-ZONE 1-2,STB-C.7,\pxqc;STB-C.7,7059.3278,54357.0509
SEGMENTATION-ZONE 1-2,STB-C.8,\pxqc;STB-C.8,7616.7863,53905.3949
SEGMENTATION-ZONE 1-2,STB-C.9,\pxqc;STB-C.9,8042.0123,53567.8577
SEGMENTATION-ZONE 1-2,STB-C.10,\pxqc;STB-C.10,8378.6342,53311.0732
SEGMENTATION-ZONE 1-2,STB-C.11,\pxqc;STB-C.11,8567.5902,53143.7427
SEGMENTATION-ZONE 1-2,STB-N.1,\pxqc;STB-N.1,8628.7482,53219.9198
SEGMENTATION-ZONE 1-2,STB-D3.2,STB-D3.2,5663.4266,55433.7931
SEGMENTATION-ZONE 1-2,STB-D3.1,STB-D3.1,5591.7789,55394.9552
SEGMENTATION-ZONE 1-2,STB-C1.1,STB-C1.1,5727.1073,55405.4206
SEGMENTATION-ZONE 1-2,STB-D4.2,STB-D4.2,6057.776,55139.9522
SEGMENTATION-ZONE 1-2,STB-D4.1,STB-D4.1,6020.7864,55040.2783
SEGMENTATION-ZONE 1-2,STB-D5.1,STB-D5.1,6135.9875,54932.6618
SEGMENTATION-ZONE 1-2,STB-G.1,STB-G.1,6421.8043,54847.699
SEGMENTATION-ZONE 1-2,STB-H.2,STB-H.2,6479.6839,54769.535
SEGMENTATION-ZONE 1-2,STB-H.1,STB-H.1,6436.3077,54706.2801
SEGMENTATION-ZONE 1-2,STB-D6.1,STB-D6.1,6561.6113,54597.5939
SEGMENTATION-ZONE 1-2,STB-C2.1,STB-C2.1,7085.7356,54314.8042
SEGMENTATION-ZONE 1-2,STB-C3.1,STB-C3.1,7639.6684,53869.9645
SEGMENTATION-ZONE 1-2,STB-C4.1,STB-C4.1,8068.5399,53525.7825
SEGMENTATION-ZONE 1-2,STB-D9.1,STB-D9.1,7934.3357,53514.2623
SEGMENTATION-ZONE 1-2,STB-D8.1,STB-D8.1,7826.4614,53613.0451
SEGMENTATION-ZONE 1-2,STB-D7.1,STB-D7.1,7471.6892,53894.5749
SEGMENTATION-ZONE 1-2,STB-D10.2,STB-D10.2,8501.1168,53178.2398
SEGMENTATION-ZONE 1-2,STB-D11.2,STB-D11.2,8601.0432,53098.0208
SEGMENTATION-ZONE 1-2,E3.22,E3.22,5340.6197,55373.374
SEGMENTATION-ZONE 1-2,E3.21,E3.21,5365.8667,55385.3882
SEGMENTATION-ZONE 1-2,E3.23,E3.23,5376.13,55344.8814
SEGMENTATION-ZONE 1-2,E2.10,E2.10,5160.3133,55402.6261
SEGMENTATION-ZONE 1-2,E2.11,E2.11,5253.0212,55403.5202
SEGMENTATION-ZONE 1-2,E2.12,E2.12,5338.6506,55383.2559
SEGMENTATION-ZONE 1-2,E4.31,E4.31,5846.2684,54865.4176
SEGMENTATION-ZONE 1-2,E4.32,E4.32,5912.7699,54948.1862
SEGMENTATION-ZONE 1-2,E4.33,E4.33,5886.7236,54934.9295
SEGMENTATION-ZONE 1-2,E4.34,E4.34,5922.1779,54906.4445
SEGMENTATION-ZONE 1-2,E3.19,E3.19,5261.5062,55254.8262
SEGMENTATION-ZONE 1-2,E3.20,E3.20,5308.0848,55312.997
SEGMENTATION-ZONE 1-2,E2.8,E2.8,5098.4695,55371.1285
SEGMENTATION-ZONE 1-2,E2.9,E2.9,5118.1028,55357.8004
SEGMENTATION-ZONE 1-2,E6.35,E6.35,6303.9523,54496.0067
SEGMENTATION-ZONE 1-2,E6.36,E6.36,6370.4171,54578.774
SEGMENTATION-ZONE 1-2,E6.37,E6.37,6327.8006,54580.4018
SEGMENTATION-ZONE 1-2,E6.38,E6.38,6363.7722,54551.7057
SEGMENTATION-ZONE 1-2,E7.1,E7.1,6308.5639,54626.322
SEGMENTATION-ZONE 1-2,E8.1,E8.1,6803.4797,54210.9147
SEGMENTATION-ZONE 1-2,E8.2,E8.2,6555.0846,54297.467
SEGMENTATION-ZONE 1-2,E7.2,E7.2,6512.0424,54332.0244
SEGMENTATION-ZONE 1-2,E10.1,E10.1,6838.8281,54200.5872
SEGMENTATION-ZONE 1-2,E10.2,E10.2,7042.3066,53906.2896
SEGMENTATION-ZONE 1-2,E12.1,E12.1,7404.9807,53746.0102
SEGMENTATION-ZONE 1-2,E12.2,E12.2,7078.1512,53872.8789
SEGMENTATION-ZONE 1-2,E13.31,E13.31,7290.5612,53703.7495
SEGMENTATION-ZONE 1-2,E13.32,E13.32,7332.2111,53774.3838
SEGMENTATION-ZONE 1-2,E13.33,E13.33,7364.2612,53745.6863
SEGMENTATION-ZONE 1-2,E14.36,E14.36,7778.863,53311.7047
SEGMENTATION-ZONE 1-2,E14.38,E14.38,7820.4687,53382.3441
SEGMENTATION-ZONE 1-2,E14.39,E14.39,7855.9574,53353.8799
SEGMENTATION-ZONE 1-2,E14.37,E14.37,7859.3823,53383.3242
SEGMENTATION-ZONE 1-2,E15.9,E15.9,8399.8628,52897.6043
SEGMENTATION-ZONE 1-2,E15.8,E15.8,8381.9809,52796.595
SEGMENTATION-ZONE 1-2,E15.10,E15.10,8447.7624,52907.8519
SEGMENTATION-ZONE 1-2,RETIL-D5.1,RETIL-D5.1,6458.3748,54504.1121
SEGMENTATION-ZONE 1-2,RETIL-D5.1,RETIL-D5.1,6537.6061,54443.0678
SEGMENTATION-ZONE 1-2,RETIL-D5.1,RETIL-D5.1,6616.8374,54382.0235
SEGMENTATION-ZONE 1-2,RETIL-E7.1,RETIL-E7.1,6069.3219,54802.4315
SEGMENTATION-ZONE 1-2,RETIL-E7.1,RETIL-E7.1,6147.3011,54739.8276
SEGMENTATION-ZONE 1-2,RETIL-E7.1,RETIL-E7.1,6225.2803,54677.2238
SEGMENTATION-ZONE 1-2,RETIL-E10.1,RETIL-E10.1,6620.0837,54356.387
SEGMENTATION-ZONE 1-2,RETIL-E10.1,RETIL-E10.1,6699.315,54295.3428
SEGMENTATION-ZONE 1-2,RETIL-E10.1,RETIL-E10.1,6778.6178,54234.3875
SEGMENTATION-ZONE 1-2,RETIL-D6.1,RETIL-D6.1,6876.8668,54170.634
SEGMENTATION-ZONE 1-2,RETIL-D6.1,RETIL-D6.1,6956.1177,54109.5
SEGMENTATION-ZONE 1-2,RETIL-D6.1,RETIL-D6.1,7035.3257,54048.487
SEGMENTATION-ZONE 1-2,RETIL-D7.1,RETIL-D7.1,6806.5724,54232.1978
SEGMENTATION-ZONE 1-2,RETIL-D7.1,RETIL-D7.1,6905.0748,54148.6419
SEGMENTATION-ZONE 1-2,RETIL-D7.1,RETIL-D7.1,6982.5133,54084.8173
SEGMENTATION-ZONE 1-2,RETIL-E8.1,RETIL-E8.1,6954.0848,54092.8529
SEGMENTATION-ZONE 1-2,RETIL-E8.1,RETIL-E8.1,7031.0873,54028.5111
SEGMENTATION-ZONE 1-2,RETIL-E8.1,RETIL-E8.1,7107.408,53964.4245
SEGMENTATION-ZONE 1-2,RETIL-D8.1,RETIL-D8.1,7182.9245,53930.1011
SEGMENTATION-ZONE 1-2,RETIL-D8.1,RETIL-D8.1,7259.7174,53866.1541
SEGMENTATION-ZONE 1-2,RETIL-D8.1,RETIL-D8.1,7337.7838,53803.4767
SEGMENTATION-ZONE 1-2,RETIL-E12.1,RETIL-E12.1,7486.1676,53665.6822
SEGMENTATION-ZONE 1-2,RETIL-E12.1,RETIL-E12.1,7565.0677,53602.3354
SEGMENTATION-ZONE 1-2,RETIL-E12.1,RETIL-E12.1,7643.1869,53539.6156
SEGMENTATION-ZONE 1-2,THC-13R.1,\pxqc;THC-13R.1,5215.3097,55432.8671
SEGMENTATION-ZONE 1-2,REC-31L.1,\pxqc;REC-31L.1,5248.0818,55427.7854
SEGMENTATION-ZONE 1-2,THC-31L.1,\pxqc;THC-31L.1,8442.0709,52842.3381
SEGMENTATION-ZONE 1-2,REC-13R.1,\pxqc;REC-13R.1,8429.2981,52872.8795
SEGMENTATION-ZONE 1-2,TDZ.1,TDZ.1,7917.2054,53306.2734
SEGMENTATION-ZONE 1-2,TDZ.1,TDZ.1,8292.8117,53004.7093
SEGMENTATION-ZONE 1-2,TDZ.1,TDZ.1,8126.0724,53180.8493
SEGMENTATION-ZONE 1-2,REC.1,REC.1,5335.3432,55433.0827
SEGMENTATION-ZONE 1-2,REC.1,REC.1,5303.593,55393.537
SEGMENTATION-ZONE 1-2,REC.1,REC.1,5716.4979,55127.064
SEGMENTATION-ZONE 1-2,REC.1,REC.1,5684.7476,55087.5182
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6136.4469,54789.8983
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6104.6967,54750.3525
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6558.5023,54451.0414
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6526.7521,54411.4956
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6873.9053,54197.813
SEGMENTATION-ZONE 1-2,REC.1,REC.1,6842.155,54158.2672
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7234.5924,53908.227
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7202.8422,53868.6812
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7566.1332,53642.0419
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7534.3829,53602.4961
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7939.7855,53342.0466
SEGMENTATION-ZONE 1-2,REC.1,REC.1,7908.0353,53302.5008
SEGMENTATION-ZONE 1-2,REC.1,REC.1,8373.7803,52993.6039
SEGMENTATION-ZONE 1-2,REC.1,REC.1,8342.03,52954.0582
SEGMENTATION-ZONE 1-2,TDZ.1,TDZ.1,8433.7865,52893.6067
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,5281.8455,55451.3254
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,5284.9847,55433.3139
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,5505.471,55271.7825
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,5508.6102,55253.771
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,5714.8036,55103.7151
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,5717.9428,55085.7036
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,6042.1001,54840.9376
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,6045.2393,54822.9261
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,6490.76,54480.7207
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,6493.8992,54462.7092
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,7204.2177,53907.9048
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,7207.3569,53889.8933
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,7597.1362,53592.4412
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,7600.2754,53574.4297
SEGMENTATION-ZONE 1-2,RCC.1,RCC.1,8407.9916,52941.4274
SEGMENTATION-ZONE 1-2,RCC.2,RCC.2,8404.9298,52928.3945
SEGMENTATION-ZONE 1-2,APC-13R.1,APC-13R.1,5225.4088,55482.461
SEGMENTATION-ZONE 1-2,APC-13R.1,APC-13R.1,5039.7951,55631.4851
SEGMENTATION-ZONE 1-2,APC-13R.1,APC-13R.1,4806.1607,55819.0639
SEGMENTATION-ZONE 1-2,APC-13R.1,APC-13R.1,4574.3266,56005.1972
SEGMENTATION-ZONE 1-2,APC-31L.1,APC-31L.1,8486.5317,52864.1938
SEGMENTATION-ZONE 1-2,APC-31L.2,APC-31L.2,8493.8444,52873.2901
SEGMENTATION-ZONE 1-2,APC-31L.1,APC-31L.1,8671.8071,52715.448
SEGMENTATION-ZONE 1-2,APC-31L.2,APC-31L.2,8679.1198,52724.5443
SEGMENTATION-ZONE 1-2,APC-31L.1,APC-31L.1,8928.983,52509.0571
SEGMENTATION-ZONE 1-2,APC-31L.1,APC-31L.1,9139.5358,52340.0099
SEGMENTATION-ZONE 1-2,TDZ.1,TDZ.1,7753.6882,53437.5569
SEGMENTATION-ZONE 1-2,REC-31L.1,\pxqc;REC-31L.1,5288.8586,55478.574
SEGMENTATION-ZONE 1-2,REC-13R.1,\pxqc;REC-13R.1,8470.7018,52924.4489
SEGMENTATION-ZONE 1-2,RGL-2.2,RGL-2.2,5075.5047,55358.8271
SEGMENTATION-ZONE 1-2,RGL-3.2,RGL-3.2,7253.6827,53671.5896
SEGMENTATION-ZONE 1-2,RGL-3.2,RGL-3.2,6970.3583,53905.87
SEGMENTATION-ZONE 1-2,RGL-2.4,RGL-2.4,6414.9598,54722.9666
SEGMENTATION-ZONE 1-2,RGL-2.3,RGL-2.3,6607.8976,54597.1187
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,7814.1951,53577.859
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,7975.0902,53483.3959
SEGMENTATION-ZONE 1-2,RGL-5.2,RGL-5.2,8335.7087,53269.3472
SEGMENTATION-ZONE 1-2,RGL-5.1,RGL-5.1,8302.896,53227.6867
SEGMENTATION-ZONE 1-2,PAP13R.1,PAP13R.1,5678.6253,55200.3808
SEGMENTATION-ZONE 1-2,PAP13R.2,PAP13R.2,5587.7219,55123.3194
SEGMENTATION-ZONE 1-2,PAP31L.1,PAP31L.1,8023.4169,53167.8784
SEGMENTATION-ZONE 1-2,PAP31L.2,PAP31L.2,8064.0487,53285.2984
SEGMENTATION-ZONE 1-2,N.10,N.10,8356.5301,53464.897
SEGMENTATION-ZONE 1-2,N.11,N.11,8419.8117,53414.0927
SEGMENTATION-ZONE 1-2,N.12,N.12,8477.3399,53367.9065
SEGMENTATION-ZONE 1-2,N.13,N.13,8534.4865,53322.0277
SEGMENTATION-ZONE 1-2,SFL-13R.2,SFL-13R.2,4546.8859,56027.2286
SEGMENTATION-ZONE 1-2,SFL-13R.2,SFL-13R.2,4639.9359,55952.5212
SEGMENTATION-ZONE 1-2,SFL-13R.2,SFL-13R.2,4732.8478,55877.9248
SEGMENTATION-ZONE 1-2,SFL-13R.2,SFL-13R.2,5012.0831,55653.7344
SEGMENTATION-ZONE 1-2,SFL-13R.1,SFL-13R.1,5282.0132,55509.4581
SEGMENTATION-ZONE 1-2,SFL-13R.2,SFL-13R.2,4896.1962,55746.7768
SEGMENTATION-ZONE 1-2,SFL-13R.1,SFL-13R.1,5241.3479,55419.5429
SEGMENTATION-ZONE 1-2,SFL-31L.1,SFL-31L.1,8422.5006,52856.6019
SEGMENTATION-ZONE 1-2,SFL-31L.1,SFL-31L.1,8500.3504,52924.7227
SEGMENTATION-ZONE 1-2,SFL-31L.2,SFL-31L.2,8699.6108,52693.334
SEGMENTATION-ZONE 1-2,SFL-31L.2,SFL-31L.2,8816.313,52599.637
SEGMENTATION-ZONE 1-2,SFL-31L.2,SFL-31L.2,9027.7507,52429.8794
SEGMENTATION-ZONE 1-2,SFL-31L.2,SFL-31L.2,9166.8852,52318.172
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5163.005,55434.3351
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5186.3004,55384.3961
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5303.0055,55368.5139
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5264.2547,55287.9428
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5322.3763,55268.9279
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5841.8699,54892.6146
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,5890.0933,54852.3835
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6284.7011,54540.0927
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6330.78,54499.2983
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6431.9327,54422.4627
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6517.8716,54276.8891
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6508.8863,54383.4022
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6614.3312,54308.0137
SEGMENTATION-ZONE 1-2,TE2.1,TE2.1,6647.1727,54243.9046
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,6943.3593,54023.7386
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7043.6569,53958.7066
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7140.8684,53881.6914
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7047.1851,53853.6518
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7174.2235,53819.2139
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7279.1456,53719.0171
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7325.3698,53680.2867
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7775.5408,53342.7872
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,7826.0582,53301.2146
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,8365.2018,52863.3148
SEGMENTATION-ZONE 1-2,TE3.1,TE3.1,8408.771,52806.7273
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5337.7736,55572.537
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5420.8905,55536.7873
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5356.5353,55506.4232
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5407.7736,55467.9005
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5455.721,55429.9964
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5534.3564,55448.4081
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5542.6689,55359.5968
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5593.1785,55319.0439
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,5949.9177,55038.6603
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6007.7142,54992.257
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6137.1794,54888.313
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6219.4377,54822.27
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6399.9015,54692.9528
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6458.4535,54645.9429
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6577.4983,54539.1748
SEGMENTATION-ZONE 1-2,TE2.4,TE2.4,6655.7243,54467.6973
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7322.3251,53938.7095
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7403.8575,53873.0302
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7704.4515,53648.7453
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7752.6912,53586.6404
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7891.4394,53484.1967
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,7938.8897,53446.1644
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8401.2227,53078.8269
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8446.6395,53037.5213
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8504.449,53061.9748
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8428.1914,52968.4468
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8493.6891,53000.5266
SEGMENTATION-ZONE 1-2,TE5.1,TE5.1,8535.863,52965.61
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8566.2463,53092.7593
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8542.4189,53158.6877
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8634.3837,53200.7592
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8582.7948,53204.7391
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8537.5006,53265.1546
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8699.4975,53229.922
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8467.2057,53182.1993
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8102.0555,53478.3895
SEGMENTATION-ZONE 1-2,TE5.2,TE5.2,8173.9308,53564.2072
